DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,Num of AP Test Takers,Num of AP Total Exams Taken,Num of AP Exams Passed,schoolyear,grade9,grade10,grade11,grade12,ell_num,ell_percent,sped_num,sped_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,ATS SYSTEM CODE,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,Location 1
02M605,HUMANITIES PREPARATORY ACADEMY,36,426,403,426,s,s,s,20112012,48,77,34,33,2.0,1.0,13.0,6.8,14,7.3,42,21.9,111,57.8,22,11.5,82.0,42.7,110.0,57.3,02M605,351 WEST  18 STREET,983546.0,210120.0,104,3,8900,1007420007,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"351 WEST 18 STREET
MANHATTAN, NY 10011
(40.743407, -74.00254)"
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83,399,418,390,68,134,27,20112012,157,135,64,110,29.0,6.2,73.0,15.7,33,7.1,138,29.6,282,60.5,7,1.5,303.0,65.0,163.0,35.0,02M615,131 AVENUE OF THE AMERICAS,982848.0,203279.0,102,3,3700,1004910016,MN24,SoHo-TriBeCa-Civic Center-Little Italy                                     ,"131 AVENUE OF THE AMERICAS
MANHATTAN, NY 10013
(40.72463, -74.005058)"
02M630,ART AND DESIGN HIGH SCHOOL,270,444,441,430,166,201,74,20112012,345,304,335,360,22.0,1.6,149.0,11.1,121,9.0,360,26.8,685,51.0,169,12.6,628.0,46.7,716.0,53.3,02M630,231-249 EAST 56 STREET,993533.0,215912.0,106,4,10800,1013300013,MN19,Turtle Bay-East Midtown                                                    ,"231-249 EAST 56 STREET
MANHATTAN, NY 10019
(40.759248, -73.967204)"
02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409,424,403,47,77,13,20112012,177,173,125,117,57.0,7.9,141.0,19.7,24,3.3,205,28.6,461,64.3,17,2.4,370.0,51.6,347.0,48.4,02M655,320 EAST  96 STREET,999223.0,224654.0,108,5,15601,1015580034,MN32,Yorkville                                                                  ,"320 EAST 96 STREET
MANHATTAN, NY 10128
(40.783286, -73.945933)"
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,6,6,s,20112012,155,101,92,70,60.0,14.4,82.0,19.6,4,1.0,156,37.3,246,58.9,6,1.4,233.0,55.7,185.0,44.3,03M299,122 AMSTERDAM AVENUE,988236.0,221591.0,107,6,15100,1011570025,MN14,Lincoln Square                                                             ,"122 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774891, -73.985608)"
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,s,s,s,20112012,120,86,84,76,47.0,12.8,56.0,15.3,8,2.2,137,37.4,205,56.0,11,3.0,212.0,57.9,154.0,42.1,03M307,122 AMSTERDAM AVENUE,988236.0,221591.0,107,6,15100,1011570025,MN14,Lincoln Square                                                             ,"122 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774891, -73.985608)"
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,s,s,s,s,s,s,s,20112012,124,84,75,    ,71.0,25.1,61.0,21.6,5,1.8,56,19.8,215,76.0,5,1.8,161.0,56.9,122.0,43.1,03M402,145 WEST  84 STREET,991316.0,225688.0,107,6,16900,1012150001,MN12,Upper West Side                                                            ,"145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
03M403,THE GLOBAL LEARNING COLLABORATIVE,s,s,s,s,30,30,21,20112012,192,108,58,    ,69.0,19.3,69.0,19.3,13,3.6,99,27.7,224,62.6,21,5.9,184.0,51.4,174.0,48.6,03M403,145 WEST  84 STREET,991316.0,225688.0,107,6,16900,1012150001,MN12,Upper West Side                                                            ,"145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
03M404,INNOVATION DIPLOMA PLUS,12,416,403,381,s,s,s,20112012,23,83,65,28,7.0,3.5,20.0,10.1,97,48.7,66,33.2,33,16.6,3,1.5,95.0,47.7,104.0,52.3,03M404,145 WEST  84 STREET,991316.0,225688.0,107,6,16900,1012150001,MN12,Upper West Side                                                            ,"145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371,368,370,55,56,s,20112012,184,108,71,63,38.0,7.4,97.0,18.8,2,0.4,309,59.9,200,38.8,4,0.8,198.0,38.4,318.0,61.6,03M415,215 WEST 114 STREET,996943.0,231693.0,110,9,21800,1018300019,MN11,Central Harlem South                                                       ,"215 WEST 114 STREET
MANHATTAN, NY 10026
(40.80261, -73.954152)"
03M417,FRANK MCCOURT HIGH SCHOOL,s,s,s,s,s,s,s,20112012,131,88,    ,    ,2.0,0.9,38.0,17.4,15,6.8,40,18.3,81,37.0,81,37.0,102.0,46.6,117.0,53.4,03M417,145 WEST  84 STREET,991316.0,225688.0,107,6,16900,1012150001,MN12,Upper West Side                                                            ,"145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
03M479,BEACON HIGH SCHOOL,261,577,575,592,151,187,134,20112012,304,310,269,279,2.0,0.2,43.0,3.7,103,8.9,170,14.6,265,22.8,579,49.8,453.0,39.0,709.0,61.0,03M479,522 WEST 44TH STREET,985320.0,216595.0,104,3,12900,1010720015,MN15,Clinton                                                                    ,"522 WEST 44TH STREET
NEW YORK, NY 10036
(40.760858, -73.996262)"
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566,564,577,923,1576,1177,20112012,663,706,677,559,4.0,0.2,26.0,1.0,510,19.6,337,12.9,432,16.6,1281,49.2,688.0,26.4,1917.0,73.6,03M485,100 AMSTERDAM AVENUE,988134.0,221340.0,107,6,15100,1011560030,MN14,Lincoln Square                                                             ,"100 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774202, -73.985976)"
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,67,78,27,20112012,189,155,114,83,57.0,10.5,84.0,15.5,7,1.3,250,46.2,260,48.1,10,1.8,217.0,40.1,324.0,59.9,03M492,122 AMSTERDAM AVENUE,988236.0,221591.0,107,6,15100,1011570025,MN14,Lincoln Square                                                             ,"122 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774891, -73.985608)"
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433,433,411,s,s,s,20112012,176,170,125,132,63.0,10.4,104.0,17.2,30,5.0,210,34.8,345,57.2,14,2.3,408.0,67.7,195.0,32.3,03M494,122 AMSTERDAM AVENUE,988236.0,221591.0,107,6,15100,1011570025,MN14,Lincoln Square                                                             ,"122 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774891, -73.985608)"
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35,401,369,351,s,s,s,20112012,3,224,257,80,44.0,7.8,130.0,23.0,3,0.5,195,34.6,363,64.4,3,0.5,250.0,44.3,314.0,55.7,03M505,140 WEST 102 STREET,993448.0,229697.0,107,7,18900,1018550009,MN12,Upper West Side                                                            ,"140 WEST 102 STREET
MANHATTAN, NY 10025
(40.797136, -73.966779)"
03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473,506,467,s,s,s,20112012,106,120,113,114,6.0,1.3,17.0,3.8,116,25.6,97,21.4,188,41.5,46,10.2,186.0,41.1,267.0,58.9,03M541,122 AMSTERDAM AVENUE,988236.0,221591.0,107,6,15100,1011570025,MN14,Lincoln Square                                                             ,"122 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774891, -73.985608)"
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356,379,361,15,15,s,20112012,95,75,71,59,24.0,5.8,86.0,20.8,3,0.7,321,77.7,78,18.9,6,1.5,224.0,54.2,189.0,45.8,03M860,215 WEST 114 STREET,996943.0,231693.0,110,9,21800,1018300019,MN11,Central Harlem South                                                       ,"215 WEST 114 STREET
MANHATTAN, NY 10026
(40.80261, -73.954152)"
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354,357,373,12,12,s,20112012,122,91,72,64,34.0,9.7,85.0,24.4,3,0.9,137,39.3,205,58.7,3,0.9,155.0,44.4,194.0,55.6,04M409,2351 FIRST AVENUE,1002595.0,230478.0,111,8,19400,1017970100,MN34,East Harlem North                                                          ,"2351 FIRST AVENUE
MANHATTAN, NY 10035
(40.799265, -73.93374)"
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375,461,514,455,311,423,263,20112012,362,424,456,408,44.0,2.7,95.0,5.8,332,20.1,325,19.7,947,57.4,37,2.2,765.0,46.4,885.0,53.6,04M435,260 PLEASANT AVENUE,1002838.0,228627.0,111,8,17800,1017130001,MN34,East Harlem North                                                          ,"260 PLEASANT AVENUE
MANHATTAN, NY 10029
(40.794184, -73.932868)"
04M495,PARK EAST HIGH SCHOOL,51,373,379,376,s,s,s,20112012,110,96,80,63,15.0,4.3,37.0,10.6,17,4.9,116,33.2,208,59.6,1,0.3,147.0,42.1,202.0,57.9,04M495,230 EAST 105 STREET,999731.0,227170.0,111,8,17000,1016540033,MN33,East Harlem South                                                          ,"230 EAST 105 STREET
MANHATTAN, NY 10029
(40.790191, -73.944092)"
04M555,CENTRAL PARK EAST HIGH SCHOOL,73,405,421,395,51,82,30,20112012,116,156,88,85,18.0,4.0,60.0,13.5,29,6.5,119,26.7,287,64.5,7,1.6,143.0,32.1,302.0,67.9,04M555,1573 MADISON AVENUE,998513.0,228429.0,111,8,17401,1016120050,MN33,East Harlem South                                                          ,"1573 MADISON AVENUE
MANHATTAN, NY 10029
(40.793649, -73.948488)"
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,47,60,32,20112012,77,78,68,65,10.0,2.2,30.0,6.7,23,5.1,140,31.2,270,60.1,7,1.6,0.0,0.0,449.0,100.0,04M610,105 EAST 106TH STREET,998878.0,228168.0,111,8,17200,1016340003,MN33,East Harlem South                                                          ,"105 EAST 106TH STREET
NEW YORK, NY 10029
(40.792932, -73.947171)"
04M680,"HERITAGE SCHOOL, THE",31,358,351,345,14,14,s,20112012,133,121,23,17,20.0,6.8,73.0,24.8,1,0.3,85,28.9,204,69.4,3,1.0,143.0,48.6,151.0,51.4,04M680,1680 LEXINGTON AVENUE,998959.0,227816.0,111,8,17200,1016330013,MN33,East Harlem South                                                          ,"1680 LEXINGTON AVENUE
MANHATTAN, NY 10029
(40.791966, -73.946879)"
05M285,HARLEM RENAISSANCE HIGH SCHOOL,29,357,318,333,s,s,s,20112012,63,90,41,28,21.0,9.5,24.0,10.8,1,0.5,138,62.2,82,36.9,1,0.5,87.0,39.2,135.0,60.8,05M285,22 EAST 128 STREET,1000867.0,233547.0,111,9,20600,1017520059,MN03,Central Harlem North-Polo Grounds                                          ,"22 EAST 128 STREET
MANHATTAN, NY 10035
(40.807692, -73.939974)"
05M304,MOTT HALL HIGH SCHOOL,54,413,399,398,s,s,s,20112012,127,120,97,82,37.0,8.7,66.0,15.5,4,0.9,149,35.0,272,63.8,1,0.2,228.0,53.5,198.0,46.5,05M304,6 EDGECOMBE AVENUE,998878.0,237020.0,110,9,22102,1019600001,MN03,Central Harlem North-Polo Grounds                                          ,"6 EDGECOMBE AVENUE
MANHATTAN, NY 10030
(40.817228, -73.947151)"
05M362,"COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",s,s,s,s,14,16,15,20112012,91,95,    ,    ,3.0,0.6,2.0,0.4,55,11.6,95,20.0,230,48.5,87,18.4,235.0,49.6,239.0,50.4,05M362,425 WEST 123 STREET,996507.0,234674.0,109,7,20901,1019640012,MN09,Morningside Heights                                                        ,"425 WEST 123 STREET
MANHATTAN, NY 10027
(40.810793, -73.955722)"
05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,33,354,366,342,21,33,s,20112012,92,79,74,43,42.0,9.9,92.0,21.6,2,0.5,261,61.4,162,38.1,0,0.0,207.0,48.7,218.0,51.3,05M367,509 WEST 129 STREET,996562.0,236479.0,109,7,21900,1019840033,MN06,Manhattanville                                                             ,"509 WEST 129 STREET
MANHATTAN, NY 10027
(40.815747, -73.95552)"
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,56,360,353,364,s,s,s,20112012,149,87,74,64,23.0,6.1,62.0,16.6,2,0.5,221,59.1,143,38.2,3,0.8,95.0,25.4,279.0,74.6,05M369,509 WEST 129 STREET,996562.0,236479.0,109,7,21900,1019840033,MN06,Manhattanville                                                             ,"509 WEST 129 STREET
MANHATTAN, NY 10027
(40.815747, -73.95552)"
05M499,FREDERICK DOUGLASS ACADEMY,214,458,474,442,167,202,121,20112012,333,316,292,258,38.0,2.4,138.0,8.9,18,1.2,1158,74.4,355,22.8,21,1.3,812.0,52.2,744.0,47.8,05M499,2581 7TH AVENUE,1002033.0,239485.0,110,9,23600,1020160100,MN03,Central Harlem North-Polo Grounds                                          ,"2581 7TH AVENUE
MANHATTAN, NY 10039
(40.823988, -73.935746)"
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,66,396,402,404,40,40,7,20112012,114,102,97,82,8.0,1.4,58.0,10.0,1,0.2,453,78.1,121,20.9,1,0.2,256.0,44.1,324.0,55.9,05M670,200-214 WEST 135TH STREET,999668.0,236295.0,110,9,22800,1019400035,MN03,Central Harlem North-Polo Grounds                                          ,"200-214 WEST 135TH STREET
MANHATTAN, NY 10030
(40.815237, -73.944299)"
05M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,196,245,202,20112012,117,96,95,98,0.0,0.0,0.0,0.0,147,36.2,61,15.0,86,21.2,106,26.1,267.0,65.8,139.0,34.2,05M692,240 CONVENT AVE,997991.0,238105.0,109,9,21703,1019570200,MN06,Manhattanville                                                             ,"240 CONVENT AVE
MANHATTAN, NY 10031
(40.820208, -73.950354)"
06M293,CITY COLLEGE ACADEMY OF THE ARTS,60,408,446,416,s,s,s,20112012,90,91,78,56,36.0,6.1,77.0,13.1,4,0.7,35,6.0,539,92.0,7,1.2,232.0,39.6,354.0,60.4,06M293,4600 BROADWAY,1003590.0,252953.0,112,10,28500,1021720016,MN35,Washington Heights North                                                   ,"4600 BROADWAY
MANHATTAN, NY 10040
(40.860951, -73.930082)"
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,55,362,376,367,38,61,6,20112012,100,93,70,53,156.0,30.0,90.0,17.3,1,0.2,27,5.2,488,93.8,4,0.8,272.0,52.3,248.0,47.7,06M346,504 WEST 158TH STREET,1000218.0,242961.0,112,7,24100,1021160031,MN36,Washington Heights South                                                   ,"504 WEST 158TH STREET
MANHATTAN, NY 10032
(40.833695, -73.942074)"
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,70,380,395,399,107,124,46,20112012,88,104,89,76,118.0,19.6,109.0,18.1,0,0.0,14,2.3,582,96.7,2,0.3,336.0,55.8,266.0,44.2,06M348,511 WEST 182ND STREET,1003342.0,248712.0,112,10,26900,1021550035,MN35,Washington Heights North                                                   ,"511 WEST 182ND STREET
MANHATTAN, NY 10033
(40.849311, -73.930991)"
06M423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,s,s,s,s,s,s,s,20112012,76,48,54,    ,35.0,19.7,61.0,34.3,0,0.0,46,25.8,129,72.5,0,0.0,94.0,52.8,84.0,47.2,06M423,650 ACADEMY STREET,1004866.0,254632.0,112,10,29100,1022330020,MN01,Marble Hill-Inwood                                                         ,"650 ACADEMY STREET
MANHATTAN, NY 10034
(40.865556, -73.925464)"
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,76,365,384,378,17,18,s,20112012,178,154,153,145,271.0,43.0,86.0,13.7,3,0.5,33,5.2,576,91.4,9,1.4,402.0,63.8,228.0,36.2,06M462,549 AUDUBON AVENUE,1004704.0,251344.0,112,10,27700,1021600018,MN35,Washington Heights North                                                   ,"549 AUDUBON AVENUE
MANHATTAN, NY 10040
(40.856532, -73.92606)"
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,63,369,380,349,24,38,s,20112012,212,147,90,123,154.0,26.9,97.0,17.0,6,1.0,61,10.7,498,87.1,3,0.5,363.0,63.5,209.0,36.5,06M463,549 AUDUBON AVENUE,1004704.0,251344.0,112,10,27700,1021600018,MN35,Washington Heights North                                                   ,"549 AUDUBON AVENUE
MANHATTAN, NY 10040
(40.856532, -73.92606)"
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,94,363,378,361,114,153,56,20112012,287,194,98,115,222.0,32.0,116.0,16.7,7,1.0,90,13.0,586,84.4,9,1.3,407.0,58.6,287.0,41.4,06M467,549 AUDUBON AVENUE,1004704.0,251344.0,112,10,27700,1021600018,MN35,Washington Heights North                                                   ,"549 AUDUBON AVENUE
MANHATTAN, NY 10040
(40.856532, -73.92606)"
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,24,400,422,402,51,51,23,20112012,231,205,116,127,212.0,31.2,94.0,13.8,5,0.7,93,13.7,569,83.8,7,1.0,358.0,52.7,321.0,47.3,06M468,549 AUDUBON AVENUE,1004704.0,251344.0,112,10,27700,1021600018,MN35,Washington Heights North                                                   ,"549 AUDUBON AVENUE
MANHATTAN, NY 10040
(40.856532, -73.92606)"
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,228,430,456,423,159,296,110,20112012,309,391,327,258,30.0,2.3,71.0,5.5,52,4.0,421,32.8,801,62.3,9,0.7,641.0,49.9,644.0,50.1,06M540,443 WEST 135 STREET,998109.0,237483.0,109,9,21703,1019570078,MN06,Manhattanville                                                             ,"443 WEST 135 STREET
MANHATTAN, NY 10031
(40.8185, -73.949929)"
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,56,339,349,326,113,134,98,20112012,92,111,174,95,423.0,89.6,0.0,0.0,0,0.0,0,0.0,471,99.8,0,0.0,231.0,48.9,241.0,51.1,06M552,501 WEST 165TH STREET,1001244.0,244702.0,112,10,25100,1021230045,MN36,Washington Heights South                                                   ,"501 WEST 165TH STREET
MANHATTAN, NY 10032
(40.8381, -73.9383)"
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348,17,20,8,20112012,100,85,85,69,55.0,8.8,120.0,19.3,4,0.6,186,29.9,428,68.8,3,0.5,295.0,47.4,327.0,52.6,07X221,360 EAST 145 STREET,1006159.0,235708.0,201,8,4300,2023060054,BX39,Mott Haven-Port Morris                                                     ,"360 EAST 145 STREET
BRONX, NY 10454
(40.813612, -73.920851)"
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,34,310,324,311,s,s,s,20112012,85,144,110,54,354.0,90.1,7.0,1.8,19,4.8,79,20.1,282,71.8,8,2.0,191.0,48.6,202.0,51.4,07X334,345 BROOK AVENUE,1006735.0,234507.0,201,8,4100,2022860036,BX39,Mott Haven-Port Morris                                                     ,"345 BROOK AVENUE
BRONX, NY 10454
(40.810314, -73.918774)"
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,s,s,s,s,s,s,s,20112012,37,67,50,44,6.0,3.0,15.0,7.6,1,0.5,81,40.9,112,56.6,2,1.0,73.0,36.9,125.0,63.1,07X379,778 FOREST AVENUE,1010437.0,237567.0,201,17,7700,2026550030,BX34,Melrose South-Mott Haven North                                             ,"778 FOREST AVENUE
BRONX, NY 10456
(40.818703, -73.905389)"
07X381,BRONX HAVEN HIGH SCHOOL,s,s,s,s,s,s,s,20112012,30,55,31,37,12.0,7.8,13.0,8.5,1,0.7,55,35.9,96,62.7,1,0.7,57.0,37.3,96.0,62.7,07X381,333 EAST 151 STREET,1006407.0,237542.0,201,17,6700,2024110022,BX34,Melrose South-Mott Haven North                                             ,"333 EAST 151 STREET
BRONX, NY 10451
(40.818645, -73.919949)"
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,43,361,359,357,s,s,s,20112012,107,84,67,61,42.0,13.2,63.0,19.7,2,0.6,103,32.3,209,65.5,3,0.9,157.0,49.2,162.0,50.8,07X427,350 GERARD AVENUE,1003637.0,236471.0,201,8,6300,2023440096,BX63,West Concourse                                                             ,"350 GERARD AVENUE
BRONX, NY 10451
(40.815712, -73.92996)"
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371,16,16,s,20112012,104,108,83,68,35.0,9.6,67.0,18.5,4,1.1,82,22.6,276,76.0,0,0.0,182.0,50.1,181.0,49.9,07X473,701 ST. ANNS AVENUE,1008709.0,237324.0,201,17,7100,2023590240,BX34,Melrose South-Mott Haven North                                             ,"701 ST. ANNS AVENUE
BRONX, NY 10455
(40.818041, -73.911633)"
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404,s,s,s,20112012,125,112,126,102,17.0,3.7,24.0,5.2,12,2.6,84,18.1,363,78.1,6,1.3,201.0,43.2,264.0,56.8,07X495,701 ST. ANNS AVENUE,1008709.0,237324.0,201,17,7100,2023590240,BX34,Melrose South-Mott Haven North                                             ,"701 ST. ANNS AVENUE
BRONX, NY 10455
(40.818041, -73.911633)"
07X500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411,23,42,15,20112012,76,89,77,75,30.0,5.6,64.0,11.9,11,2.0,129,24.0,391,72.7,4,0.7,243.0,45.2,295.0,54.8,07X500,600 SAINT ANN'S AVENUE,1008598.0,236164.0,201,17,7300,2026160001,BX34,Melrose South-Mott Haven North                                             ,"600 SAINT ANN'S AVENUE
BRONX, NY 10455
(40.814857, -73.912038)"
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,62,362,378,363,7,7,s,20112012,180,177,71,74,71.0,14.1,93.0,18.5,7,1.4,207,41.2,281,56.0,5,1.0,271.0,54.0,231.0,46.0,07X527,730 CONCOURSE VILLAGE WEST,1005737.0,238701.0,204,17,6100,2024430078,BX14,East Concourse-Concourse Village                                           ,"730 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.821828, -73.922366)"
07X547,NEW EXPLORERS HIGH SCHOOL,28,367,356,361,s,s,s,20112012,151,101,77,54,60.0,15.7,96.0,25.1,2,0.5,116,30.3,261,68.1,2,0.5,221.0,57.7,162.0,42.3,07X547,730 CONCOURSE VILLAGE WEST,1005737.0,238701.0,204,17,6100,2024430078,BX14,East Concourse-Concourse Village                                           ,"730 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.821828, -73.922366)"
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,44,387,411,383,27,31,s,20112012,149,158,95,75,24.0,5.0,89.0,18.7,2,0.4,127,26.6,336,70.4,2,0.4,402.0,84.3,75.0,15.7,07X548,730 CONCOURSE VILLAGE WEST,1005737.0,238701.0,204,17,6100,2024430078,BX14,East Concourse-Concourse Village                                           ,"730 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.821828, -73.922366)"
07X551,BRONX ACADEMY OF LETTERS,51,413,381,407,59,85,36,20112012,90,88,73,66,52.0,9.4,133.0,24.0,3,0.5,189,34.1,357,64.3,5,0.9,247.0,44.5,308.0,55.5,07X551,339 MORRIS AVENUE,1004735.0,235732.0,201,8,5100,2023330070,BX39,Mott Haven-Port Morris                                                     ,"339 MORRIS AVENUE
BRONX, NY 10451
(40.813681, -73.925995)"
07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,76,394,400,364,s,s,s,20112012,73,115,207,343,67.0,9.1,162.0,22.0,10,1.4,265,35.9,454,61.5,5,0.7,684.0,92.7,54.0,7.3,07X600,333 EAST 151 STREET,1006407.0,237542.0,201,17,6700,2024110022,BX34,Melrose South-Mott Haven North                                             ,"333 EAST 151 STREET
BRONX, NY 10451
(40.818645, -73.919949)"
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,114,363,368,364,34,34,13,20112012,199,157,104,127,61.0,10.4,115.0,19.6,18,3.1,230,39.2,334,56.9,3,0.5,168.0,28.6,419.0,71.4,07X670,350 GERARD AVENUE,1003637.0,236471.0,201,8,6300,2023440096,BX63,West Concourse                                                             ,"350 GERARD AVENUE
BRONX, NY 10451
(40.815712, -73.92996)"
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,s,s,s,s,s,s,s,20112012,110,83,43,    ,46.0,9.2,67.0,13.4,6,1.2,112,22.4,374,74.8,5,1.0,220.0,44.0,280.0,56.0,08X269,928 SIMPSON STREET,1013876.0,238185.0,202,17,8900,2027230033,BX27,Hunts Point                                                                ,"928 SIMPSON STREET
BRONX, NY 10459
(40.820388, -73.892961)"
08X282,WOMEN'S ACADEMY OF EXCELLENCE,44,407,386,378,s,s,s,20112012,128,88,97,66,10.0,2.6,59.0,15.6,11,2.9,174,45.9,176,46.4,9,2.4,1.0,0.3,378.0,99.7,08X282,456 WHITE PLAINS ROAD,1024090.0,236252.0,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"456 WHITE PLAINS ROAD
BRONX, NY 10473
(40.815043, -73.85607)"
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,52,384,385,389,70,91,36,20112012,166,122,99,82,21.0,4.5,102.0,21.7,12,2.6,119,25.4,299,63.8,36,7.7,178.0,38.0,291.0,62.0,08X293,3000 EAST TREMONT AVENUE,1028637.0,245271.0,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,"3000 EAST TREMONT AVENUE
BRONX, NY 10461
(40.839775, -73.839583)"
08X312,MILLENNIUM ART ACADEMY,67,387,402,375,66,68,11,20112012,159,117,105,115,27.0,5.4,101.0,20.4,9,1.8,161,32.5,319,64.3,5,1.0,244.0,49.2,252.0,50.8,08X312,1980 LAFAYETTE AVENUE,1024125.0,238502.0,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,39,363,371,350,18,24,s,20112012,113,87,73,60,42.0,12.6,60.0,18.0,3,0.9,133,39.9,189,56.8,2,0.6,164.0,49.2,169.0,50.8,08X332,965 LONGWOOD AVENUE,1012517.0,237219.0,202,17,8700,2027100001,BX33,Longwood                                                                   ,"965 LONGWOOD AVENUE
BRONX, NY 10459
(40.817741, -73.897876)"
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",s,s,s,s,s,s,s,20112012,106,103,    ,    ,13.0,2.6,110.0,22.0,14,2.8,175,35.0,301,60.2,10,2.0,310.0,62.0,190.0,38.0,08X367,456 WHITE PLAINS ROAD,1024090.0,236252.0,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"456 WHITE PLAINS ROAD
BRONX, NY 10473
(40.815043, -73.85607)"
